Building_Name,Carpet_Area,BHK,Floor_Number,Location,Furnished,Type,Bathrooms,Parking,Lift,Railway_Station-KM,Price,Available_for_Rent,Rented_Price
Silver Estate 263,1547,3.0,2,Kurla West,Semi-Furnished,3BHK,1,No,Yes,0,3571069,Yes,19409
Elite View 264,2621,,1,,Unfurnished,0BHK,4,No,No,0,3329619,,0
Harmony Residency 265,775,1.0,14,Kandivali East,Furnished,1BHK,1,Yes,,0,4905341,Yes,18222
Sai Chawl,2988,1.0,1,Worli,Unfurnished,1BHK,1,Yes,No,2,656251,Yes,12485
Elite Plaza 267,553,2.0,1,,Unfurnished,2BHK,2,No,Yes,3,543150,Yes,27407
,1706,,1,Goregaon East,Unfurnished,0BHK,1,Yes,No,2,2838159,Yes,23527
Orchid Enclave 269,1684,1.0,25,Bandra East,Unfurnished,1BHK,1,No,Yes,0,1749998,Yes,10270
Sai Chawl,1485,3.0,6,Mulund West,Unfurnished,3BHK,0,Yes,Yes,1,2254376,,0
Metro Estate 271,1563,2.0,1,Chembur,,2BHK,2,No,No,2,2948370,Yes,9768
Sunrise Tower 272,1682,2.0,6,Goregaon East,Furnished,2BHK,2,Yes,Yes,1,0,Yes,34776
Sai Chawl,499,2.0,14,Kharghar,Unfurnished,2BHK,1,Yes,Yes,2,4343510,,0
Sai Chawl,2690,1.0,1,Airoli,Unfurnished,1BHK,1,No,No,1,624779,No,0
Palm Heights 275,1521,3.0,0,Powai,Furnished,3BHK,3,Yes,Yes,3,1148771,Yes,25924
Sai Chawl,641,1.0,17,Goregaon East,Semi-Furnished,1BHK,1,Yes,Yes,4,1415224,No,0
,2689,3.0,1,,,3BHK,3,Yes,No,1,4695270,No,0
Skyline Residency 278,1690,1.0,1,Lower Parel,Furnished,1BHK,1,Yes,No,0,0,No,0
Sai Chawl,3238,2.0,1,Nerul,Unfurnished,2BHK,2,,No,0,3346166,No,0
Sai Chawl,2405,5.0,1,,Semi-Furnished,5BHK,4,Yes,,2,2430726,Yes,25315
Metro Heights 281,3153,,1,Bandra East,Furnished,0BHK,3,No,,1,2184765,No,0
Emerald Residency 282,1711,3.0,1,Ghansoli,Semi-Furnished,3BHK,2,,No,3,3067165,Yes,14187
Sai Chawl,871,4.0,5,Ghatkopar East,Semi-Furnished,4BHK,2,,,4,1876806,No,0
Sai Chawl,523,1.0,16,Bandra East,Semi-Furnished,1BHK,1,Yes,Yes,2,2222133,Yes,15263
Metro Residency 285,3230,5.0,0,Andheri East,Unfurnished,5BHK,1,No,No,1,0,Yes,17695
Sai Chawl,668,,6,Ghatkopar West,Furnished,0BHK,1,Yes,Yes,0,3164608,Yes,29776
Sai Chawl,3338,4.0,1,Juhu,Unfurnished,4BHK,3,Yes,No,2,4883030,Yes,31461
Skyline Arcade 288,0,3.0,1,Malad West,Unfurnished,3BHK,2,No,No,2,677657,Yes,21499
Palm Residency 289,1109,2.0,6,,,2BHK,2,Yes,Yes,3,2990401,Yes,17955
Emerald Residency 290,1430,3.0,0,Dadar East,Furnished,3BHK,3,Yes,Yes,4,3686867,Yes,14545
Lakeview Palace 291,2395,4.0,1,Nerul,Unfurnished,4BHK,2,Yes,No,3,3424130,Yes,9048
Sai Chawl,699,5.0,6,Vile Parle West,,5BHK,5,Yes,Yes,1,3834740,Yes,10593
Urban Park 293,3212,,1,Kandivali West,Furnished,0BHK,2,Yes,No,0,1257036,Yes,39452
Elite Villa 294,934,,7,Goregaon East,Furnished,0BHK,1,Yes,Yes,0,2735928,Yes,33240
Sai Chawl,1957,3.0,22,Bandra East,Unfurnished,3BHK,3,No,Yes,1,1496255,No,0
Green Homes 296,3085,4.0,1,Kharghar,,4BHK,4,No,No,3,3549481,No,0
Sai Chawl,1600,4.0,7,Panvel,Unfurnished,4BHK,3,Yes,Yes,2,707413,Yes,16483
Royal Villa 298,3165,3.0,1,Vile Parle West,Semi-Furnished,3BHK,2,No,No,1,542317,No,0
Golden Arcade 299,1087,3.0,12,Vashi,Furnished,3BHK,2,No,Yes,1,3147399,Yes,13848
Metro Tower 300,728,4.0,10,,Semi-Furnished,4BHK,3,No,Yes,1,3091895,No,0
Sai Chawl,1831,2.0,0,Kurla East,Furnished,2BHK,2,No,Yes,0,2435824,Yes,36692
Galaxy Heights 302,3458,2.0,1,,Semi-Furnished,2BHK,2,Yes,No,4,1566849,Yes,12198
Crystal Park 303,1811,5.0,11,Bandra West,Furnished,5BHK,4,,Yes,4,3046373,No,0
Sai Chawl,1597,,0,Powai,Semi-Furnished,0BHK,1,No,No,2,4689627,No,0
Sai Chawl,2781,2.0,0,Bandra East,Furnished,2BHK,2,No,No,2,2195208,Yes,32544
Emerald Arcade 306,0,2.0,1,Ghansoli,Semi-Furnished,2BHK,2,No,No,4,1704327,,0
Golden Homes 307,687,4.0,2,Airoli,Unfurnished,4BHK,2,No,Yes,3,1515669,Yes,18294
Sai Chawl,2100,2.0,1,Borivali East,Semi-Furnished,2BHK,2,,No,1,0,Yes,25361
Sai Chawl,0,4.0,1,Malad West,Semi-Furnished,4BHK,2,No,No,3,4986102,Yes,14818
Golden Residency 310,623,4.0,5,Santacruz East,Furnished,4BHK,4,Yes,Yes,0,1125850,Yes,25881
Sai Chawl,882,4.0,4,Goregaon East,Unfurnished,4BHK,0,,Yes,1,3132376,Yes,36270
,0,,3,Mulund West,Unfurnished,0BHK,4,Yes,Yes,3,3946874,Yes,22093
Sai Chawl,1798,1.0,9,Seawoods,Semi-Furnished,1BHK,1,No,Yes,1,4087375,Yes,32170
Harmony Homes 314,3156,2.0,1,Seawoods,Furnished,2BHK,1,Yes,No,3,4553033,Yes,23000
Metro Homes 315,2471,5.0,1,Borivali East,Unfurnished,5BHK,1,Yes,No,0,0,No,0
Sai Chawl,0,5.0,20,Seawoods,Semi-Furnished,5BHK,2,No,Yes,4,527585,Yes,16389
Sai Estate 317,1734,,1,,Unfurnished,0BHK,1,Yes,No,4,3715214,No,0
Oceanic Enclave 318,3483,2.0,1,Goregaon West,Semi-Furnished,2BHK,2,Yes,No,4,3564428,Yes,13270
Orchid Homes 319,925,,6,Chembur,Furnished,0BHK,4,No,Yes,4,0,No,0
Palm View 320,0,3.0,1,Malad West,Furnished,3BHK,3,Yes,No,2,3730013,No,0
Oceanic Homes 321,1999,1.0,1,,,1BHK,1,Yes,No,1,4409200,Yes,37284
Metro Grandeur 322,1878,3.0,0,Kurla East,Furnished,3BHK,3,No,Yes,4,3307320,No,0
Sai Chawl,1706,2.0,1,Ghansoli,Unfurnished,2BHK,2,No,No,4,2884589,No,0
Urban Enclave 324,873,3.0,20,Chembur,Unfurnished,3BHK,2,Yes,Yes,1,2477728,Yes,18308
Golden Estate 325,2848,4.0,0,Seawoods,Unfurnished,4BHK,1,No,No,4,0,No,0
,1844,1.0,16,Andheri East,Unfurnished,1BHK,1,No,,3,758963,No,0
Sai Chawl,2258,5.0,1,Goregaon West,Furnished,5BHK,1,,No,4,3346242,Yes,21283
Sai Chawl,1444,1.0,8,Chembur,Unfurnished,1BHK,1,Yes,Yes,0,3986422,,0
,1493,5.0,18,Andheri East,Semi-Furnished,5BHK,3,No,Yes,2,1020955,No,0
Sunrise Tower 330,1880,2.0,1,Dadar West,Semi-Furnished,2BHK,2,Yes,No,0,2752133,No,0
Shanti Villa 331,750,3.0,11,Juhu,Furnished,3BHK,3,Yes,Yes,3,1335516,Yes,39750
Skyline Park 332,1589,1.0,25,Kandivali West,Furnished,1BHK,1,No,Yes,1,886167,Yes,10660
Emerald Residency 333,3419,4.0,1,Mulund West,Furnished,4BHK,2,Yes,No,2,567085,No,0
Sai Chawl,1719,5.0,19,,Furnished,5BHK,5,Yes,Yes,4,976882,Yes,20202
Harmony Heights 335,1508,4.0,1,Panvel,Unfurnished,4BHK,3,Yes,No,1,1835578,Yes,17111
Silver Enclave 336,3031,4.0,1,Mulund West,Unfurnished,4BHK,3,No,No,0,1178015,Yes,26215
Sai Chawl,2772,1.0,1,Kandivali West,Furnished,1BHK,1,No,,4,3785112,Yes,34952
Silver Arcade 338,2276,4.0,1,,Furnished,4BHK,0,Yes,No,0,4195073,Yes,28698
Sai Chawl,2114,5.0,1,Santacruz East,Semi-Furnished,5BHK,5,Yes,,3,4063976,Yes,23801
Sai Chawl,1883,3.0,8,Vashi,Unfurnished,3BHK,0,No,Yes,4,4496908,,0
Sai Chawl,0,2.0,1,Kurla West,Semi-Furnished,2BHK,1,No,No,2,526872,Yes,36992
Sai Chawl,905,1.0,2,Goregaon West,Unfurnished,1BHK,1,No,Yes,0,0,Yes,14656
Lakeview Arcade 343,2036,3.0,1,Santacruz East,Semi-Furnished,3BHK,1,Yes,No,2,4230276,No,0
,1937,5.0,21,Chembur,Unfurnished,5BHK,3,No,Yes,1,4011745,,0
Sai Chawl,2015,4.0,1,Goregaon West,Furnished,4BHK,2,Yes,No,4,1234957,Yes,8864
Palm Heights 346,3344,,1,Vile Parle West,Unfurnished,0BHK,1,Yes,No,2,1574335,Yes,32415
Sai Chawl,427,2.0,19,Ghatkopar East,Unfurnished,2BHK,1,No,Yes,4,1387572,No,0
Royal Park 348,1620,5.0,17,Belapur,Furnished,5BHK,0,,Yes,1,3283996,Yes,25361
,0,3.0,1,Juhu,Unfurnished,3BHK,3,Yes,No,0,2664454,No,0
Emerald View 350,1972,,21,Ghatkopar West,Furnished,0BHK,1,Yes,Yes,0,2544088,No,0
Sai View 351,2832,5.0,1,,Furnished,5BHK,2,No,No,0,2398294,No,0
Sai Chawl,470,,11,Sion,Unfurnished,0BHK,5,Yes,Yes,3,1548116,No,0
Royal Palace 353,502,2.0,23,Vile Parle East,Furnished,2BHK,2,No,Yes,2,888921,No,0
Green Enclave 354,0,1.0,11,Bandra West,Furnished,1BHK,1,No,Yes,0,1024537,Yes,14430
Oceanic Arcade 355,0,2.0,12,Goregaon East,Furnished,2BHK,2,,Yes,3,0,No,0
Sai Chawl,1869,4.0,15,Kandivali West,Unfurnished,4BHK,4,Yes,Yes,4,0,No,0
Silver Estate 357,1530,3.0,3,Kurla West,Unfurnished,3BHK,3,,Yes,2,566168,Yes,12989
Lakeview Grandeur 358,2472,,1,Malad West,Semi-Furnished,0BHK,1,No,No,3,3208991,,0
Orchid Heights 359,1643,3.0,1,Nerul,,3BHK,3,Yes,No,1,3640097,No,0
Sunrise Arcade 360,1842,4.0,0,Goregaon West,Furnished,4BHK,0,Yes,No,2,1665877,Yes,16959
Royal Heights 361,3131,1.0,1,,Furnished,1BHK,1,Yes,No,4,2673546,Yes,11156
Silver Arcade 362,1390,2.0,11,Kurla West,Semi-Furnished,2BHK,1,Yes,Yes,0,708524,No,0
Sunrise Villa 363,910,5.0,2,Kurla East,Furnished,5BHK,4,Yes,Yes,3,1142492,No,0
Orchid View 364,755,5.0,2,Belapur,Semi-Furnished,5BHK,4,No,Yes,2,733842,No,0
Sai Chawl,1672,1.0,1,Kurla East,Furnished,1BHK,1,No,Yes,1,1523989,No,0
,875,5.0,5,Kurla East,Furnished,5BHK,5,No,Yes,2,3561706,No,0
Sai Chawl,1094,5.0,24,,Semi-Furnished,5BHK,2,No,Yes,4,1360902,,0
Elite View 368,1537,1.0,1,Andheri West,Furnished,1BHK,1,,No,3,4106790,No,0
Sai Grandeur 369,0,5.0,0,Nerul,Furnished,5BHK,0,,Yes,1,3919028,No,0
Sunrise Park 370,1921,5.0,1,Airoli,Semi-Furnished,5BHK,1,No,No,4,2852068,,0
Sai Chawl,862,1.0,22,Powai,Furnished,1BHK,1,,Yes,0,4808891,No,0
Sai Chawl,0,5.0,10,Vile Parle East,Furnished,5BHK,1,Yes,Yes,4,3858595,Yes,36703
,1709,4.0,0,Kandivali West,,4BHK,0,No,No,2,3881841,No,0
Green Villa 374,1806,,1,Kharghar,Furnished,0BHK,0,Yes,No,3,2437230,Yes,35342
Crystal Estate 375,2063,1.0,1,Worli,Furnished,1BHK,1,Yes,No,3,2971154,No,0
Orchid Estate 376,3223,1.0,0,Malad East,Unfurnished,1BHK,1,Yes,No,0,1894216,No,0
Sai Chawl,1672,3.0,22,Vashi,Unfurnished,3BHK,3,No,Yes,1,1222536,No,0
Sai Chawl,2433,2.0,1,Kurla West,Unfurnished,2BHK,2,Yes,No,1,1044964,No,0
Metro Homes 379,1574,2.0,1,,Semi-Furnished,2BHK,2,Yes,,1,3556407,No,0
Sai Chawl,1628,4.0,1,Lower Parel,Semi-Furnished,4BHK,4,,No,4,4831704,Yes,20586
Palm Tower 381,3094,1.0,1,Panvel,Semi-Furnished,1BHK,1,No,No,2,1409623,No,0
Sai Chawl,442,4.0,1,Andheri East,Unfurnished,4BHK,4,Yes,Yes,4,902293,No,0
Sai Chawl,2563,1.0,1,Worli,Unfurnished,1BHK,1,,No,4,3227598,No,0
Sai Chawl,0,4.0,24,Lower Parel,Semi-Furnished,4BHK,0,No,Yes,4,1625715,No,0
Crystal Villa 385,1937,,7,Chembur,Semi-Furnished,0BHK,4,,Yes,3,782495,,0
Silver Palace 386,1323,,4,Nerul,Unfurnished,0BHK,2,Yes,Yes,1,0,,0
Green Plaza 387,1775,4.0,1,Vile Parle East,Unfurnished,4BHK,4,Yes,No,3,0,Yes,13927
Galaxy Villa 388,1572,2.0,5,Nerul,Unfurnished,2BHK,0,,Yes,2,4809424,No,0
Harmony Palace 389,2085,4.0,1,Goregaon West,Semi-Furnished,4BHK,4,No,No,3,3428850,Yes,22573
Green Plaza 390,622,4.0,10,Malad West,Furnished,4BHK,3,Yes,Yes,1,4928096,Yes,26798
Skyline Heights 391,3022,3.0,1,Mulund West,Unfurnished,3BHK,3,,No,4,759773,No,0
Sai Chawl,2352,,1,Malad East,Furnished,0BHK,1,Yes,,3,3230483,No,0
Lakeview Heights 393,0,1.0,1,Kurla East,Furnished,1BHK,1,No,No,0,4031516,Yes,34905
Shanti Park 394,1192,,14,,Unfurnished,0BHK,2,No,Yes,1,1148997,No,0
,2597,5.0,1,Goregaon East,Semi-Furnished,5BHK,5,No,No,1,764962,Yes,39644
Shanti Homes 396,0,5.0,9,,Furnished,5BHK,4,,Yes,4,0,No,0
Sai Chawl,3427,,1,Andheri West,Unfurnished,0BHK,2,No,No,3,2766437,No,0
Elite Park 398,2004,1.0,1,Andheri East,Unfurnished,1BHK,1,No,,4,3358610,No,0
Skyline Plaza 399,595,5.0,25,Mulund West,Unfurnished,5BHK,0,Yes,Yes,2,4140207,Yes,10674
Orchid Homes 400,2598,5.0,1,Ghatkopar East,Furnished,5BHK,3,No,,0,2290983,Yes,35164
,1343,2.0,10,Mulund East,Furnished,2BHK,2,Yes,,4,0,Yes,38610
Sai Chawl,614,3.0,24,Kharghar,Unfurnished,3BHK,0,Yes,Yes,4,1452489,No,0
Oceanic Homes 403,3359,1.0,1,Ghatkopar West,Furnished,1BHK,1,Yes,No,4,2890875,No,0
Royal Plaza 404,3060,1.0,1,Santacruz East,Semi-Furnished,1BHK,0,Yes,No,0,1367105,Yes,29828
Palm Heights 405,1418,4.0,23,Vile Parle West,Semi-Furnished,4BHK,1,No,Yes,1,901519,No,0
Sai Residency 406,3455,1.0,1,Mulund East,Semi-Furnished,1BHK,1,Yes,No,2,4922271,No,0
Green Enclave 407,3230,3.0,1,Worli,Semi-Furnished,3BHK,0,No,,2,1503226,Yes,17255
Sai Chawl,1398,5.0,7,Dadar West,,5BHK,4,Yes,Yes,1,3615901,,0
Palm Estate 409,2471,5.0,1,Mulund East,Furnished,5BHK,0,No,No,2,1128410,No,0
Sai Chawl,1202,2.0,18,Vile Parle West,Furnished,2BHK,2,Yes,Yes,4,2007242,Yes,29561
Sai Chawl,874,5.0,20,Seawoods,Semi-Furnished,5BHK,4,No,Yes,2,3589435,No,0
Palm Palace 412,469,4.0,22,Worli,Semi-Furnished,4BHK,1,Yes,Yes,1,1177656,No,0
Crystal Grandeur 413,2141,5.0,1,Malad East,Furnished,5BHK,3,No,No,3,4493633,No,0
Lakeview Apartments 414,2394,2.0,1,Dadar West,,2BHK,2,No,No,2,1323317,Yes,30521
Emerald Palace 415,1689,1.0,1,Kharghar,Furnished,1BHK,1,Yes,No,4,4354356,Yes,12743
Harmony Park 416,921,2.0,5,Ghatkopar West,Furnished,2BHK,2,Yes,Yes,3,2382152,No,0
Sai Chawl,1167,4.0,20,Chembur,Unfurnished,4BHK,0,Yes,Yes,2,4476577,No,0
Sai Chawl,1975,,17,Juhu,Unfurnished,0BHK,3,No,Yes,1,4757563,No,0
,1491,4.0,22,Mulund West,Semi-Furnished,4BHK,4,Yes,Yes,4,1958871,No,0
Sai Chawl,0,,1,Borivali West,,0BHK,2,No,No,3,1402172,No,0
Urban Heights 421,2763,3.0,1,Bandra West,Furnished,3BHK,3,No,No,3,1102504,Yes,29820
Sai Chawl,1585,,22,,Semi-Furnished,0BHK,1,Yes,Yes,1,2388516,Yes,17050
Sai Chawl,1486,4.0,13,Sion,Furnished,4BHK,4,No,Yes,3,2861603,No,0
,1944,4.0,4,Santacruz East,Unfurnished,4BHK,4,No,Yes,0,4495340,No,0
Sapphire Grandeur 425,548,3.0,16,Vashi,Furnished,3BHK,3,No,Yes,1,3035461,Yes,18017
Sai Chawl,2120,3.0,1,Kandivali East,Furnished,3BHK,3,No,No,4,2190144,Yes,30340
Royal Arcade 427,1255,4.0,22,,Furnished,4BHK,3,Yes,Yes,1,1090731,No,0
Sai Chawl,899,2.0,16,Kurla East,Furnished,2BHK,2,Yes,Yes,2,3570674,Yes,23063
Skyline Estate 429,3175,5.0,1,Chembur,Semi-Furnished,5BHK,3,Yes,No,4,4633805,No,0
Sai Estate 430,1605,1.0,1,Santacruz West,Furnished,1BHK,1,Yes,No,1,2021135,Yes,9420
Orchid Residency 431,1807,,2,Borivali East,Unfurnished,0BHK,4,Yes,Yes,4,1277515,Yes,15783
Sapphire Enclave 432,2450,1.0,1,Vile Parle East,Unfurnished,1BHK,1,No,No,1,650017,Yes,10714
Silver Grandeur 433,1762,5.0,24,Ghatkopar West,Unfurnished,5BHK,2,No,,2,3895198,Yes,39590
Sai Enclave 434,1027,4.0,1,Bandra East,Furnished,4BHK,1,Yes,Yes,2,786977,Yes,11452
Sai Chawl,0,2.0,11,Dadar West,Semi-Furnished,2BHK,2,No,Yes,1,0,No,0
Sai Chawl,1669,3.0,1,Juhu,Furnished,3BHK,2,No,No,0,1344836,Yes,14627
Sai Chawl,3273,5.0,1,Borivali West,,5BHK,1,Yes,No,3,2190975,Yes,26725
Harmony View 438,727,3.0,20,Andheri West,,3BHK,3,No,Yes,3,4164393,No,0
Shanti Villa 439,1207,5.0,20,Belapur,Semi-Furnished,5BHK,3,Yes,,4,3329693,Yes,24842
Crystal Estate 440,1702,5.0,1,Worli,Furnished,5BHK,5,Yes,No,2,3589758,No,0
Sai Chawl,0,2.0,1,Malad West,Furnished,2BHK,1,No,No,0,4572678,Yes,22659
,2637,5.0,0,Kandivali West,Semi-Furnished,5BHK,4,No,No,1,2792992,,0
Silver Palace 443,1774,,1,Seawoods,Furnished,0BHK,0,No,No,4,3380996,Yes,35856
Orchid Park 444,3204,3.0,1,Nerul,Semi-Furnished,3BHK,3,No,No,3,780809,No,0
Sai Chawl,1633,,20,Kandivali West,Furnished,0BHK,1,No,Yes,4,4643621,,0
,983,2.0,0,Kurla West,Furnished,2BHK,0,No,Yes,2,1538736,No,0
,2319,5.0,1,Bandra East,,5BHK,1,Yes,No,2,4176811,No,0
Metro Homes 448,1829,3.0,1,Ghatkopar West,Unfurnished,3BHK,3,No,No,3,4964877,Yes,36770
Golden View 449,2711,5.0,1,Dadar West,,5BHK,5,Yes,No,4,2136099,Yes,36619
Palm Heights 450,1656,5.0,1,Nerul,Unfurnished,5BHK,1,No,,1,0,Yes,33027
Royal Villa 451,1529,4.0,16,Airoli,Semi-Furnished,4BHK,2,Yes,Yes,0,685019,No,0
Sai Chawl,3333,2.0,1,Dadar East,Unfurnished,2BHK,1,Yes,No,3,3928332,No,0
Skyline Enclave 453,1674,2.0,1,,Semi-Furnished,2BHK,2,Yes,No,2,1186743,,0
Sunrise Heights 454,1023,1.0,5,,Unfurnished,1BHK,1,No,Yes,0,4730082,Yes,17551
Oceanic Plaza 455,2068,5.0,1,Kandivali West,Furnished,5BHK,4,Yes,No,4,1598623,,0
Sai Chawl,2840,3.0,1,Bandra East,Semi-Furnished,3BHK,1,No,No,0,0,Yes,37715
Sai Chawl,2908,2.0,1,Belapur,Unfurnished,2BHK,0,No,No,2,683903,No,0
Lakeview Park 458,1698,,1,Bandra West,Furnished,0BHK,3,Yes,,1,502886,No,0
Sai Chawl,657,1.0,14,Ghansoli,Semi-Furnished,1BHK,0,Yes,Yes,2,1695550,No,0
Harmony Apartments 460,1147,5.0,11,Panvel,Unfurnished,5BHK,1,Yes,,3,3557839,No,0
,1738,,24,Kurla East,Furnished,0BHK,3,No,Yes,1,1620999,Yes,38641
Palm Estate 462,1836,5.0,25,Vashi,Semi-Furnished,5BHK,3,Yes,Yes,4,1056708,,0
Green View 463,1819,1.0,8,Kurla West,Furnished,1BHK,1,Yes,Yes,1,520368,No,0
Metro Villa 464,1731,,1,Mulund West,Semi-Furnished,0BHK,3,No,No,0,0,Yes,16048
Sai Chawl,2275,2.0,1,,Semi-Furnished,2BHK,2,Yes,No,0,1457303,Yes,20380
,3242,2.0,1,Ghatkopar East,Furnished,2BHK,2,No,No,2,3561940,,0
Royal Apartments 467,540,4.0,21,Sion,Unfurnished,4BHK,4,Yes,Yes,0,1282868,No,0
Sai Chawl,1367,5.0,8,Santacruz East,Unfurnished,5BHK,1,No,Yes,0,4388229,Yes,18830
Sai Chawl,1512,1.0,0,Borivali East,Furnished,1BHK,1,Yes,Yes,2,1567398,Yes,29698
Metro Enclave 470,1022,3.0,25,Goregaon East,Unfurnished,3BHK,3,No,Yes,4,4373703,No,0
Orchid View 471,926,5.0,1,Bandra East,Semi-Furnished,5BHK,4,No,Yes,1,2073825,Yes,15737
Sai Homes 472,2895,2.0,1,Juhu,Furnished,2BHK,2,No,No,0,3418667,,0
Sai Chawl,0,4.0,1,Kandivali West,Semi-Furnished,4BHK,4,Yes,No,0,851670,No,0
,2956,1.0,1,,Semi-Furnished,1BHK,1,Yes,No,4,2950955,Yes,36612
Crystal Heights 475,807,1.0,25,Kurla West,Semi-Furnished,1BHK,1,Yes,Yes,4,3371506,Yes,13496
Metro Residency 476,991,3.0,10,Ghansoli,Unfurnished,3BHK,3,,Yes,0,4931763,,0
Golden Park 477,0,3.0,20,Bandra East,Furnished,3BHK,3,No,,3,4373340,Yes,11580
Sai Chawl,984,5.0,20,Belapur,Unfurnished,5BHK,4,No,Yes,0,1894161,No,0
Royal Tower 479,2674,1.0,1,Borivali East,Semi-Furnished,1BHK,1,No,No,3,4254484,Yes,11626
Harmony Apartments 480,1582,2.0,0,Vile Parle East,Semi-Furnished,2BHK,2,Yes,Yes,3,4358309,No,0
Sai Chawl,1751,3.0,8,Belapur,Furnished,3BHK,3,No,Yes,1,3542338,No,0
Urban Enclave 482,2956,3.0,1,Santacruz West,Semi-Furnished,3BHK,3,Yes,No,0,4990559,Yes,33399
Metro Plaza 483,3094,5.0,1,Andheri West,Semi-Furnished,5BHK,3,Yes,No,3,1246129,No,0
Orchid Tower 484,1698,5.0,1,Powai,Semi-Furnished,5BHK,3,No,No,2,1210578,Yes,23652
,2958,1.0,1,,,1BHK,1,No,No,3,4415207,No,0
Lakeview Residency 486,1197,,8,Santacruz East,Furnished,0BHK,1,No,Yes,3,3737402,No,0
Urban Park 487,2179,3.0,1,,Furnished,3BHK,0,No,No,3,4701592,Yes,14018
Harmony Villa 488,2113,1.0,1,Goregaon East,Semi-Furnished,1BHK,1,No,No,1,0,No,0
Skyline Homes 489,2213,4.0,1,Kurla East,Unfurnished,4BHK,1,Yes,No,3,4449472,Yes,33395
Skyline Grandeur 490,0,4.0,4,Ghatkopar East,Furnished,4BHK,1,Yes,Yes,1,3968246,Yes,33680
Sai Chawl,1124,,24,Worli,Furnished,0BHK,2,Yes,Yes,2,1342220,,0
Orchid Residency 492,1202,4.0,11,Dadar East,Furnished,4BHK,0,Yes,Yes,4,1371418,No,0
Sapphire Homes 493,0,4.0,18,Santacruz West,Semi-Furnished,4BHK,4,,Yes,4,4989786,Yes,15935
Sai Chawl,1155,2.0,1,Goregaon East,Unfurnished,2BHK,1,No,Yes,4,737985,No,0
Sai Chawl,1888,2.0,17,Airoli,Unfurnished,2BHK,2,Yes,Yes,0,2169702,No,0
Sai Chawl,3443,5.0,0,Dadar West,Unfurnished,5BHK,3,Yes,No,1,2553790,No,0
Urban Arcade 497,1332,5.0,20,Kharghar,Unfurnished,5BHK,3,No,Yes,2,3568152,Yes,24248
Golden Grandeur 498,1548,3.0,3,Goregaon West,Unfurnished,3BHK,3,Yes,Yes,2,2426643,Yes,26297
,633,2.0,17,Vile Parle West,Semi-Furnished,2BHK,2,Yes,Yes,3,4583860,Yes,38407
,1182,5.0,11,Kandivali East,Furnished,5BHK,5,Yes,Yes,4,2552424,,0
Sai Chawl,2721,3.0,1,Santacruz West,Furnished,3BHK,4,No,No,3,591098,No,0
Golden Apartments 27,1728,3.0,17,Belapur,Unfurnished,3BHK,4,Yes,Yes,2,3238189,Yes,23910
Sai Chawl,1198,4.0,12,Malad West,Furnished,4BHK,1,No,No,4,2395390,No,0
Skyline Park 332,3270,4.0,11,Airoli,Furnished,4BHK,1,No,Yes,1,625237,Yes,17246
Urban View 411,2717,3.0,16,Vashi,Semi-Furnished,3BHK,3,Yes,Yes,0,2767876,Yes,32768
Silver Homes 198,3271,3.0,6,Airoli,Furnished,3BHK,2,No,Yes,4,4399914,No,0
Golden Park 194,2695,3.0,4,Mulund East,Furnished,3BHK,1,No,Yes,4,4056263,No,0
Orchid Grandeur 410,930,4.0,23,Powai,Furnished,4BHK,2,Yes,No,4,4154275,No,0
Urban Arcade 497,445,3.0,1,Airoli,Unfurnished,3BHK,2,Yes,No,3,3353595,No,0
Lakeview Enclave 481,1954,3.0,24,Airoli,Semi-Furnished,3BHK,1,Yes,No,1,3205335,No,0
Harmony Estate 105,3175,3.0,2,Mulund East,Semi-Furnished,3BHK,4,No,No,3,4568454,No,0
Royal Arcade 117,769,1.0,10,Kandivali West,Furnished,1BHK,2,Yes,No,0,1637689,Yes,33597
Emerald Residency 496,1486,2.0,19,Kharghar,Furnished,2BHK,4,Yes,Yes,4,4886917,Yes,25208
Orchid Residency 431,3131,4.0,23,Vashi,Furnished,4BHK,4,Yes,Yes,1,569572,No,0
Galaxy Plaza 6,927,3.0,10,Sion,Unfurnished,3BHK,1,Yes,Yes,3,4954330,Yes,34863
Sai Chawl,2153,3.0,16,Panvel,Semi-Furnished,3BHK,3,No,Yes,1,1358610,No,0
Emerald Residency 282,1855,1.0,20,Santacruz East,Semi-Furnished,1BHK,3,No,Yes,1,3858876,Yes,10589
Sai Chawl,2692,4.0,2,Dadar East,Furnished,4BHK,2,Yes,Yes,2,3324539,Yes,26456
Sai Chawl,1378,4.0,3,Goregaon East,Semi-Furnished,4BHK,2,Yes,Yes,0,1330716,No,0
Metro Heights 281,3419,2.0,13,Vashi,Furnished,2BHK,1,Yes,No,4,2567143,Yes,16929
Sai Chawl,1251,1.0,11,Mulund West,Furnished,1BHK,4,No,Yes,4,3391785,No,0
Galaxy Homes 164,3181,2.0,9,Mulund East,Unfurnished,2BHK,4,Yes,Yes,2,1940666,No,0
Shanti Residency 115,1047,3.0,6,Kurla West,Unfurnished,3BHK,4,Yes,No,4,854471,Yes,37470
Sai Chawl,2962,1.0,21,Powai,Semi-Furnished,1BHK,3,Yes,No,4,3248383,Yes,11414
Crystal Plaza 107,839,4.0,5,Seawoods,Semi-Furnished,4BHK,4,Yes,Yes,0,4872303,Yes,33649
